Tipo Registrante,Gruppo Sconto,Cod.,Denominazione,Indirizzo,Cap,Città,Prov.,Regione,Nazione,Partita Iva,Codice fiscale,Elenco dest.,Nome Azienda,Extra 2,Note,Num. listino,Sconti,Banca,Pagamento,Fatt. con Iva,Rif. Persona,Desc. Tel. 1,Tel. 1,Desc. Tel. 2,Tel. 2,Desc. Tel. 3,Tel. 3,Cell,Fax,e-mail,Home page,Login web,Conto reg.,Note doc.
Privato,A,EXT12263,Fontana Federico,"Via Cavour, 151",00141,Roma,RM,Lazio,Italia,,FNTFRC58E05H501,,,,,,,Banco BPM,RID bancario,Sì,Federico Fontana,Casa,0943245896,,,,,3735276662,,federico.fontana52@libero.it,,,,
Privato,A,PAZ05810,Vitale Anna,"Via Dante, 122",00100,Roma,RM,Lazio,Italia,,VTLNNA64P51H501,,,,,,,BPER Banca,RID bancario,No,Anna Vitale,Casa,0396874326,,,,,3531465891,,anna.vitale18@gmail.com,,,,
Azienda,C,PAZ08575,Ferretti Cristina,"Via Marconi, 135",80121,Napoli,NA,Campania,Italia,,FRRCST75C58F839,,,,,,,Banca Intesa Sanpaolo,RID bancario,Sì,Cristina Ferretti,Casa,0334320407,,,,,3012035154,,cristina.ferretti64@libero.it,,,,
Privato,A,PAZ05634,Orlando Francesco,"Via Cavour, 186",00100,Roma,RM,Lazio,Italia,,RLNFNC87R17H501,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,No,Francesco Orlando,Casa,0142540712,,,,,3132060850,,francesco.orlando91@gmail.com,,,,
Privato,B,PAZ04307,Mancini Cinzia,"Via Mazzini, 96",80131,Napoli,NA,Campania,Italia,,MNCCNZ61H57F839,,,,,,,Banca MPS,Assegno bancario,No,Cinzia Mancini,Casa,0721871953,,,,,3925820354,,cinzia.mancini89@libero.it,,,,
Privato,,PAZ03156,Longo Anna,"Via Milano, 1",80123,Napoli,NA,Campania,Italia,,LNGNNA44H63F839,,,,,,,Banca MPS,Contanti,Sì,Anna Longo,Casa,0122738624,,,,,3098138505,,anna.longo85@libero.it,,,,
Professionista,C,PAZ06534,Longo Lucia,"Via Tasso, 188",20123,Milano,MI,Lombardia,Italia,,LNGLCU08T41F205,,,,,,,Banca Mediolanum,Carta di credito,Sì,Lucia Longo,Casa,0276182851,,,,,3486553395,,lucia.longo20@libero.it,,,,
Privato,,EXT13720,Russo Laura,"Corso Italia, 88",20124,Milano,MI,Lombardia,Italia,,RSSLRA87R54F205,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Laura Russo,Casa,0535271354,,,,,3329682498,,laura.russo83@gmail.com,,,,
Privato,C,EXT13034,Barbieri Monica,"Via Dante, 11",80121,Napoli,NA,Campania,Italia,,BRBMNC94P53F839,,,,,,,UniCredit,Contanti,Sì,Monica Barbieri,Casa,0444184024,,,,,3748021056,,monica.barbieri31@libero.it,,,,
Privato,,EXT12419,Moretti Anna,"Corso Italia, 21",80121,Napoli,NA,Campania,Italia,,MRTNNA41E58F839,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Anna Moretti,Casa,0698010012,,,,,3315498609,,anna.moretti84@libero.it,,,,
Professionista,C,PAZ08891,De Angelis Alberto,"Piazza del Comune, 99",00118,Roma,RM,Lazio,Italia,,DNGLRT77H01H501,,,,,,,Banca Mediolanum,PayPal,No,Alberto De Angelis,Casa,0564705175,,,,,3779897494,,alberto.deangelis8@libero.it,,,,
Privato,B,PAZ03832,Orlando Paola,"Via IV Novembre, 194",80131,Napoli,NA,Campania,Italia,,RLNPLA86T41F839,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Paola Orlando,Casa,0986663806,,,,,3942137891,,paola.orlando44@libero.it,,,,
Privato,C,EXT13068,Esposito Davide,"Via Verdi, 114",20122,Milano,MI,Lombardia,Italia,,SPSDVD52T09F205,,,,,,,Banco BPM,Assegno bancario,Sì,Davide Esposito,Casa,0581951342,,,,,3733230291,,davide.esposito39@gmail.com,,,,
Privato,C,PAZ04776,Piccolo Antonio,"Viale Europa, 135",10122,Torino,TO,Piemonte,Italia,,PCCNTN78D20L219,,,,,,,Banca Mediolanum,Contanti,Sì,Antonio Piccolo,Casa,0151429634,,,,,3920290144,,antonio.piccolo27@libero.it,,,,
Privato,C,PAZ07997,Esposito Alberto,"Via Garibaldi, 38",80123,Napoli,NA,Campania,Italia,,SPSLRT07E08F839,,,,,,,BPER Banca,Contanti,Sì,Alberto Esposito,Casa,0171837583,,,,,3043587800,,alberto.esposito77@gmail.com,,,,
Privato,B,PAZ04276,Palumbo Lorenza,"Viale Europa, 49",80122,Napoli,NA,Campania,Italia,,PLMLNZ06E46F839,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Lorenza Palumbo,Casa,0263708943,,,,,3893457349,,lorenza.palumbo69@gmail.com,,,,
Privato,B,EXT14623,Fontana Cinzia,"Viale Europa, 30",20121,Milano,MI,Lombardia,Italia,,FNTCNZ45P49F205,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Cinzia Fontana,Casa,0701496656,,,,,3680809868,,cinzia.fontana48@gmail.com,,,,
Professionista,,EXT10635,Silvestri Claudia,"Via Marconi, 74",00100,Roma,RM,Lazio,Italia,,SLVCLD97R51H501,,,,,,,Banco BPM,Carta di credito,No,Claudia Silvestri,Casa,0895674830,,,,,3475854805,,claudia.silvestri41@gmail.com,,,,
Privato,B,EXT14399,Carbone Claudio,"Corso Italia, 171",20123,Milano,MI,Lombardia,Italia,,CRBCLD75T04F205,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Claudio Carbone,Casa,0651620820,,,,,3859395971,,claudio.carbone19@gmail.com,,,,
Privato,,PAZ00278,Sartori Angelo,"Via Roma, 55",20124,Milano,MI,Lombardia,Italia,,SRTNGL90L25F205,,,,,,,UniCredit,Assegno bancario,Sì,Angelo Sartori,Casa,0721824388,,,,,3833340450,,angelo.sartori34@gmail.com,,,,
Privato,,PAZ06771,Santoro Alberto,"Corso Umberto I, 126",80122,Napoli,NA,Campania,Italia,,SNTLRT71S24F839,,,,,,,BPER Banca,Assegno bancario,No,Alberto Santoro,Casa,0918603371,,,,,3014266379,,alberto.santoro70@libero.it,,,,
Azienda,,PAZ07415,Palumbo Stefano,"Via Tasso, 30",80122,Napoli,NA,Campania,Italia,,PLMSFN87C03F839,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Stefano Palumbo,Casa,0143933646,,,,,3932048853,,stefano.palumbo3@gmail.com,,,,
Privato,C,PAZ03252,Moretti Carmela,"Via Tasso, 145",84122,Salerno,SA,Campania,Italia,,MRTCML95H51H703,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,Sì,Carmela Moretti,Casa,0426517180,,,,,3559718038,,carmela.moretti19@libero.it,,,,
Privato,C,EXT12213,Carbone Nicola,"Corso Italia, 45",20121,Milano,MI,Lombardia,Italia,,CRBNCL68S24F205,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Nicola Carbone,Casa,0567202958,,,,,3360174520,,nicola.carbone19@gmail.com,,,,
Professionista,,EXT14107,Santoro Angela,"Via Nazionale, 59",10122,Torino,TO,Piemonte,Italia,,SNTNGL38M57L219,,,,,,,Banca MPS,PayPal,Sì,Angela Santoro,Casa,0338685942,,,,,3857937936,,angela.santoro57@gmail.com,,,,
Azienda,C,PAZ00289,Coppola Alessandro,"Corso Umberto I, 136",20122,Milano,MI,Lombardia,Italia,,CPPLSN99R27F205,,,,,,,Banco BPM,PayPal,Sì,Alessandro Coppola,Casa,0897604287,,,,,3431709331,,alessandro.coppola13@libero.it,,,,
Privato,B,PAZ03075,Martini Gianluca,"Via Leopardi, 6",20121,Milano,MI,Lombardia,Italia,,MRTGLC61R05F205,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Gianluca Martini,Casa,0182769493,,,,,3259019446,,gianluca.martini32@gmail.com,,,,
Professionista,,EXT12892,De Luca Andrea,"Via Leopardi, 166",00136,Roma,RM,Lazio,Italia,,DLCNDR96S27H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Andrea De Luca,Casa,0301493489,,,,,3772185065,,andrea.deluca25@libero.it,,,,
Privato,B,PAZ09582,Ferretti Giuseppe,"Via Napoli, 66",00118,Roma,RM,Lazio,Italia,,FRRGPP88B22H501,,,,,,,Banca MPS,Contanti,Sì,Giuseppe Ferretti,Casa,0509320859,,,,,3240895937,,giuseppe.ferretti31@gmail.com,,,,
Privato,B,EXT10596,Leone Giorgio,"Via Marconi, 137",84124,Salerno,SA,Campania,Italia,,LNEGRG62R23H703,,,,,,,Banco BPM,PayPal,No,Giorgio Leone,Casa,0951284224,,,,,3688909850,,giorgio.leone27@gmail.com,,,,
Azienda,C,PAZ00270,Ferrari Federico,"Via della Repubblica, 65",84121,Salerno,SA,Campania,Italia,,FRRFRC45S10H703,,,,,,,Banca Mediolanum,Assegno bancario,No,Federico Ferrari,Casa,0168085853,,,,,3178982444,,federico.ferrari88@libero.it,,,,
Professionista,C,PAZ04570,Esposito Cinzia,"Via Verdi, 145",00121,Roma,RM,Lazio,Italia,,SPSCNZ95H56H501,,,,,,,BPER Banca,Contanti,Sì,Cinzia Esposito,Casa,0101163058,,,,,3879446175,,cinzia.esposito35@libero.it,,,,
Privato,,EXT14652,Ferretti Riccardo,"Via Leopardi, 91",20124,Milano,MI,Lombardia,Italia,,FRRRCR87T10F205,,,,,,,Banco BPM,Carta di credito,Sì,Riccardo Ferretti,Casa,0271525617,,,,,3670993122,,riccardo.ferretti45@gmail.com,,,,
Professionista,A,PAZ09583,Villa Claudia,"Via IV Novembre, 83",00121,Roma,RM,Lazio,Italia,,VLLCLD69C48H501,,,,,,,BPER Banca,Assegno bancario,No,Claudia Villa,Casa,0151855952,,,,,3698639496,,claudia.villa33@libero.it,,,,
Privato,A,PAZ06696,Sorrentino Roberto,"Via Napoli, 184",20121,Milano,MI,Lombardia,Italia,,SRRRRT68S17F205,,,,,,,Poste Italiane - BancoPosta,PayPal,Sì,Roberto Sorrentino,Casa,0809147495,,,,,3561272309,,roberto.sorrentino99@gmail.com,,,,
Professionista,C,PAZ04316,Esposito Chiara,"Corso Umberto I, 171",20123,Milano,MI,Lombardia,Italia,,SPSCHR53C47F205,,,,,,,UniCredit,Carta di credito,No,Chiara Esposito,Casa,0625793135,,,,,3599853353,,chiara.esposito67@libero.it,,,,
Privato,A,PAZ03180,Mancini Paolo,"Via Matteotti, 6",20122,Milano,MI,Lombardia,Italia,,MNCPLA93L10F205,,,,,,,UniCredit,Carta di credito,Sì,Paolo Mancini,Casa,0517443245,,,,,3113329980,,paolo.mancini53@gmail.com,,,,
Privato,,PAZ01422,Sorrentino Matteo,"Via Cavour, 113",20122,Milano,MI,Lombardia,Italia,,SRRMTT40L24F205,,,,,,,Banco BPM,RID bancario,No,Matteo Sorrentino,Casa,0936630602,,,,,3710652690,,matteo.sorrentino19@libero.it,,,,
Privato,A,PAZ08275,Costa Sara,"Piazza del Comune, 14",20125,Milano,MI,Lombardia,Italia,,CSTSRA95S60F205,,,,,,,Banca MPS,Assegno bancario,Sì,Sara Costa,Casa,0777847529,,,,,3372724064,,sara.costa17@libero.it,,,,
Privato,B,PAZ09065,Moretti Francesca,"Via Napoli, 23",20122,Milano,MI,Lombardia,Italia,,MRTFNC47R67F205,,,,,,,Banca MPS,Assegno bancario,No,Francesca Moretti,Casa,0225172780,,,,,3327543005,,francesca.moretti92@libero.it,,,,
Privato,B,EXT11821,Bruno Rosa,"Via Roma, 111",20123,Milano,MI,Lombardia,Italia,,BRNRSO60T53F205,,,,,,,UniCredit,Assegno bancario,Sì,Rosa Bruno,Casa,0175739877,,,,,3196393548,,rosa.bruno19@libero.it,,,,
Professionista,B,PAZ04557,Bianchi Roberta,"Via Dante, 128",10122,Torino,TO,Piemonte,Italia,,BNCRRT44C62L219,,,,,,,BPER Banca,RID bancario,Sì,Roberta Bianchi,Casa,0783561869,,,,,3543124155,,roberta.bianchi50@libero.it,,,,
Privato,A,PAZ07812,Moretti Sara,"Via XX Settembre, 24",20124,Milano,MI,Lombardia,Italia,,MRTSRA04B53F205,,,,,,,Banca MPS,RID bancario,Sì,Sara Moretti,Casa,0998221455,,,,,3292382389,,sara.moretti9@gmail.com,,,,
Privato,C,PAZ06297,De Angelis Lorenza,"Via Verdi, 36",84122,Salerno,SA,Campania,Italia,,DNGLNZ70L62H703,,,,,,,BPER Banca,PayPal,Sì,Lorenza De Angelis,Casa,0865155761,,,,,3290837837,,lorenza.deangelis36@libero.it,,,,
Privato,B,EXT13706,Ferrari Anna,"Via della Libertà, 89",80123,Napoli,NA,Campania,Italia,,FRRNNA46H68F839,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Anna Ferrari,Casa,0998736684,,,,,3543464520,,anna.ferrari78@libero.it,,,,
Privato,,EXT11500,Piras Valentina,"Via Garibaldi, 38",20123,Milano,MI,Lombardia,Italia,,PRSVNT81E57F205,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Valentina Piras,Casa,0454564723,,,,,3526350866,,valentina.piras50@libero.it,,,,
Professionista,B,EXT14922,Martini Sergio,"Via Nazionale, 189",20122,Milano,MI,Lombardia,Italia,,MRTSRG89E24F205,,,,,,,BPER Banca,Assegno bancario,No,Sergio Martini,Casa,0138976524,,,,,3627998754,,sergio.martini9@libero.it,,,,
Azienda,,PAZ01132,Orlando Giulia,"Via XX Settembre, 174",20125,Milano,MI,Lombardia,Italia,,RLNGLI04H48F205,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Giulia Orlando,Casa,0934198641,,,,,3113417900,,giulia.orlando87@libero.it,,,,
Azienda,A,EXT10521,Vitale Giorgio,"Via Nazionale, 188",00118,Roma,RM,Lazio,Italia,,VTLGRG95D17H501,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Giorgio Vitale,Casa,0843294409,,,,,3954200597,,giorgio.vitale81@gmail.com,,,,
Azienda,A,PAZ06242,Piccolo Riccardo,"Via Cavour, 116",84125,Salerno,SA,Campania,Italia,,PCCRCR65P19H703,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Riccardo Piccolo,Casa,0441039064,,,,,3696003203,,riccardo.piccolo36@libero.it,,,,
Privato,B,EXT11358,Giordano Simone,"Via Marconi, 71",80132,Napoli,NA,Campania,Italia,,GRDSMN38H02F839,,,,,,,Banco BPM,Contanti,No,Simone Giordano,Casa,0148663354,,,,,3615087092,,simone.giordano22@libero.it,,,,
Privato,C,EXT14059,Lombardi Emilio,"Via Roma, 111",00141,Roma,RM,Lazio,Italia,,LMBMLE00B15H501,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Emilio Lombardi,Casa,0405320662,,,,,3519726687,,emilio.lombardi63@libero.it,,,,
Privato,C,PAZ07423,Grassi Antonio,"Via Milano, 17",20123,Milano,MI,Lombardia,Italia,,GRSNTN69D10F205,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Antonio Grassi,Casa,0894324489,,,,,3866432743,,antonio.grassi12@libero.it,,,,
Privato,,EXT13787,Gallo Patrizia,"Via Garibaldi, 169",84124,Salerno,SA,Campania,Italia,,GLLPRZ93T58H703,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Patrizia Gallo,Casa,0542675429,,,,,3443464360,,patrizia.gallo56@gmail.com,,,,
Privato,C,EXT10152,Martini Giulia,"Via Marconi, 165",80123,Napoli,NA,Campania,Italia,,MRTGLI38L50F839,,,,,,,Banco BPM,Carta di credito,Sì,Giulia Martini,Casa,0562038792,,,,,3865804891,,giulia.martini91@libero.it,,,,
Privato,C,EXT10784,Sartori Carlo,"Corso Vittorio Emanuele, 149",20124,Milano,MI,Lombardia,Italia,,SRTCRL41T11F205,,,,,,,UniCredit,Assegno bancario,Sì,Carlo Sartori,Casa,0454093608,,,,,3910356450,,carlo.sartori49@gmail.com,,,,
Privato,A,PAZ05520,Gallo Lorenza,"Via Marconi, 68",20122,Milano,MI,Lombardia,Italia,,GLLLNZ64M66F205,,,,,,,Banca MPS,PayPal,No,Lorenza Gallo,Casa,0535513004,,,,,3249099075,,lorenza.gallo87@gmail.com,,,,
Privato,B,PAZ09408,Longo Andrea,"Via IV Novembre, 181",20125,Milano,MI,Lombardia,Italia,,LNGNDR65C01F205,,,,,,,BPER Banca,PayPal,Sì,Andrea Longo,Casa,0386660661,,,,,3981331275,,andrea.longo14@gmail.com,,,,
Privato,A,EXT13055,Pagano Martina,"Via Garibaldi, 21",10122,Torino,TO,Piemonte,Italia,,PGNMTN75D55L219,,,,,,,Banca MPS,Assegno bancario,No,Martina Pagano,Casa,0561450857,,,,,3671228888,,martina.pagano24@libero.it,,,,
Privato,C,EXT11222,Ferrari Francesco,"Via Tasso, 102",10122,Torino,TO,Piemonte,Italia,,FRRFNC69T06L219,,,,,,,Banca Intesa Sanpaolo,PayPal,Sì,Francesco Ferrari,Casa,0591498570,,,,,3046659802,,francesco.ferrari10@gmail.com,,,,
Professionista,B,PAZ09256,Colombo Monica,"Via della Repubblica, 1",20121,Milano,MI,Lombardia,Italia,,CLMMNC73D55F205,,,,,,,BPER Banca,Assegno bancario,Sì,Monica Colombo,Casa,0755889040,,,,,3780934475,,monica.colombo90@gmail.com,,,,
Privato,B,PAZ03786,Sartori Valentina,"Via IV Novembre, 119",10121,Torino,TO,Piemonte,Italia,,SRTVNT64P52L219,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Valentina Sartori,Casa,0157193099,,,,,3424786412,,valentina.sartori17@libero.it,,,,
Privato,,EXT11140,Fabbri Serena,"Corso Vittorio Emanuele, 89",20121,Milano,MI,Lombardia,Italia,,FBBSRN52P48F205,,,,,,,Banca MPS,Bonifico bancario 30gg,No,Serena Fabbri,Casa,0293134809,,,,,3121654933,,serena.fabbri58@gmail.com,,,,
Professionista,A,PAZ08345,Monti Emilio,"Via Leopardi, 163",80121,Napoli,NA,Campania,Italia,,MNTMLE53E25F839,,,,,,,Banca MPS,Contanti,No,Emilio Monti,Casa,0453921210,,,,,3521640712,,emilio.monti14@libero.it,,,,
Privato,A,PAZ02161,Grassi Matteo,"Via Nazionale, 64",00100,Roma,RM,Lazio,Italia,,GRSMTT73H27H501,,,,,,,Banco BPM,Contanti,No,Matteo Grassi,Casa,0955530231,,,,,3266563379,,matteo.grassi58@libero.it,,,,
Privato,C,PAZ03008,Serra Massimo,"Via Marconi, 23",20121,Milano,MI,Lombardia,Italia,,SRRMSM97A05F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Massimo Serra,Casa,0855740567,,,,,3663695922,,massimo.serra70@gmail.com,,,,
Privato,C,PAZ01105,Esposito Federica,"Via Roma, 52",20125,Milano,MI,Lombardia,Italia,,SPSFRC65T41F205,,,,,,,UniCredit,Bonifico bancario 30gg,No,Federica Esposito,Casa,0542128299,,,,,3337491680,,federica.esposito93@gmail.com,,,,
Professionista,,EXT11047,Bruno Angela,"Via Leopardi, 88",00100,Roma,RM,Lazio,Italia,,BRNNGL57L59H501,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Angela Bruno,Casa,0408558801,,,,,3719163314,,angela.bruno22@libero.it,,,,
Privato,,PAZ00692,Caruso Chiara,"Piazza del Comune, 7",10124,Torino,TO,Piemonte,Italia,,CRSCHR78A61L219,,,,,,,Banco BPM,Carta di credito,No,Chiara Caruso,Casa,0459222409,,,,,3334759335,,chiara.caruso78@libero.it,,,,
Privato,C,EXT11730,Moretti Alessandra,"Via della Libertà, 51",00136,Roma,RM,Lazio,Italia,,MRTLSN68A56H501,,,,,,,Banca MPS,Assegno bancario,Sì,Alessandra Moretti,Casa,0346747943,,,,,3854665752,,alessandra.moretti50@libero.it,,,,
Professionista,A,PAZ04956,Fontana Francesca,"Via Matteotti, 77",20122,Milano,MI,Lombardia,Italia,,FNTFNC97P64F205,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Francesca Fontana,Casa,0458832696,,,,,3282346812,,francesca.fontana26@gmail.com,,,,
Privato,C,PAZ08307,De Luca Paolo,"Corso Umberto I, 2",00121,Roma,RM,Lazio,Italia,,DLCPLA96P25H501,,,,,,,Banca MPS,Carta di credito,No,Paolo De Luca,Casa,0738137739,,,,,3939554926,,paolo.deluca33@libero.it,,,,
Privato,A,PAZ04369,Sartori Claudia,"Via Cavour, 109",00118,Roma,RM,Lazio,Italia,,SRTCLD04A55H501,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Claudia Sartori,Casa,0475101812,,,,,3293444681,,claudia.sartori50@libero.it,,,,
Privato,C,PAZ02765,Villa Elena,"Via Napoli, 16",00118,Roma,RM,Lazio,Italia,,VLLLNE55A46H501,,,,,,,Banca MPS,PayPal,No,Elena Villa,Casa,0837009935,,,,,3096261232,,elena.villa28@libero.it,,,,
Privato,A,PAZ03929,Sorrentino Alberto,"Via Garibaldi, 136",20123,Milano,MI,Lombardia,Italia,,SRRLRT99R23F205,,,,,,,UniCredit,Carta di credito,Sì,Alberto Sorrentino,Casa,0136845099,,,,,3463192621,,alberto.sorrentino5@libero.it,,,,
Azienda,A,EXT11427,Lombardi Massimo,"Via della Repubblica, 26",20123,Milano,MI,Lombardia,Italia,,LMBMSM74H24F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Massimo Lombardi,Casa,0385751762,,,,,3451791564,,massimo.lombardi34@gmail.com,,,,
Privato,C,EXT14907,Ferrara Davide,"Via Tasso, 33",10121,Torino,TO,Piemonte,Italia,,FRRDVD07D20L219,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Davide Ferrara,Casa,0528821132,,,,,3215831857,,davide.ferrara92@gmail.com,,,,
Professionista,C,PAZ07778,Vitale Federico,"Via della Libertà, 36",10122,Torino,TO,Piemonte,Italia,,VTLFRC01M19L219,,,,,,,BPER Banca,PayPal,Sì,Federico Vitale,Casa,0133866592,,,,,3595000271,,federico.vitale26@gmail.com,,,,
Privato,C,EXT14858,Molinari Marco,"Via della Repubblica, 7",00136,Roma,RM,Lazio,Italia,,MLNMRC56L21H501,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Marco Molinari,Casa,0194714132,,,,,3020743238,,marco.molinari25@gmail.com,,,,
Privato,A,PAZ00628,Amato Sara,"Corso Vittorio Emanuele, 91",00141,Roma,RM,Lazio,Italia,,MTASRA84S63H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Sara Amato,Casa,0122953290,,,,,3050317931,,sara.amato31@gmail.com,,,,
Privato,A,PAZ02451,Bruno Mario,"Via della Repubblica, 90",00121,Roma,RM,Lazio,Italia,,BRNMRA83H17H501,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Mario Bruno,Casa,0116256243,,,,,3812817770,,mario.bruno47@gmail.com,,,,
Professionista,B,EXT10692,Santoro Michela,"Via della Repubblica, 50",00100,Roma,RM,Lazio,Italia,,SNTMHL58D52H501,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Michela Santoro,Casa,0672618560,,,,,3634887659,,michela.santoro7@libero.it,,,,
Privato,,PAZ03824,Carbone Claudio,"Via della Libertà, 90",20122,Milano,MI,Lombardia,Italia,,CRBCLD97R15F205,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Claudio Carbone,Casa,0904102529,,,,,3831707416,,claudio.carbone82@libero.it,,,,
Privato,C,EXT13473,Cattaneo Angela,"Corso Italia, 8",20121,Milano,MI,Lombardia,Italia,,CTTNGL42H45F205,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,Sì,Angela Cattaneo,Casa,0395731370,,,,,3351379238,,angela.cattaneo50@gmail.com,,,,
Privato,,EXT14940,Barone Angela,"Via Roma, 149",20124,Milano,MI,Lombardia,Italia,,BRNNGL76M45F205,,,,,,,Banco BPM,RID bancario,No,Angela Barone,Casa,0874680372,,,,,3560272341,,angela.barone57@gmail.com,,,,
Privato,A,PAZ03743,Gallo Riccardo,"Corso Italia, 5",84124,Salerno,SA,Campania,Italia,,GLLRCR08S02H703,,,,,,,Banco BPM,PayPal,Sì,Riccardo Gallo,Casa,0767786631,,,,,3878549761,,riccardo.gallo51@libero.it,,,,
Professionista,,PAZ02176,Palumbo Lorenzo,"Viale Europa, 26",00100,Roma,RM,Lazio,Italia,,PLMLNZ80H05H501,,,,,,,Banco BPM,Carta di credito,No,Lorenzo Palumbo,Casa,0456084209,,,,,3235855165,,lorenzo.palumbo93@libero.it,,,,
Privato,C,PAZ06689,Sartori Elena,"Via Roma, 148",84121,Salerno,SA,Campania,Italia,,SRTLNE44L45H703,,,,,,,UniCredit,Carta di credito,No,Elena Sartori,Casa,0547668457,,,,,3395808837,,elena.sartori55@libero.it,,,,
Privato,,PAZ08858,Greco Francesco,"Via Marconi, 167",00118,Roma,RM,Lazio,Italia,,GRCFNC91L19H501,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Francesco Greco,Casa,0974132649,,,,,3423018783,,francesco.greco62@libero.it,,,,
Azienda,,PAZ03318,Marini Maria,"Corso Italia, 35",00121,Roma,RM,Lazio,Italia,,MRNMRA99C55H501,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Maria Marini,Casa,0909283244,,,,,3761098576,,maria.marini6@libero.it,,,,
Privato,B,EXT10865,Colombo Elena,"Via Nazionale, 140",20122,Milano,MI,Lombardia,Italia,,CLMLNE49A63F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Elena Colombo,Casa,0157140463,,,,,3282468347,,elena.colombo13@gmail.com,,,,
Privato,A,PAZ09653,Fontana Riccardo,"Via Cavour, 95",20121,Milano,MI,Lombardia,Italia,,FNTRCR02H18F205,,,,,,,Banco BPM,Carta di credito,No,Riccardo Fontana,Casa,0756182900,,,,,3934564281,,riccardo.fontana27@gmail.com,,,,
Privato,,PAZ07432,Fontana Marco,"Via Cavour, 5",20122,Milano,MI,Lombardia,Italia,,FNTMRC94T24F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Marco Fontana,Casa,0806481762,,,,,3539482837,,marco.fontana95@libero.it,,,,
Azienda,B,PAZ02787,Piccolo Daniele,"Via XX Settembre, 21",00141,Roma,RM,Lazio,Italia,,PCCDNL68M26H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Daniele Piccolo,Casa,0453640115,,,,,3549820434,,daniele.piccolo92@libero.it,,,,
Privato,A,PAZ01196,Ferretti Roberta,"Corso Italia, 186",00141,Roma,RM,Lazio,Italia,,FRRRRT40L44H501,,,,,,,BPER Banca,Bonifico bancario 30gg,No,Roberta Ferretti,Casa,0708109424,,,,,3786974361,,roberta.ferretti40@libero.it,,,,
Azienda,C,PAZ01676,Ferretti Francesca,"Via Cavour, 30",00136,Roma,RM,Lazio,Italia,,FRRFNC79H45H501,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Francesca Ferretti,Casa,0483248113,,,,,3228542116,,francesca.ferretti99@libero.it,,,,
Privato,C,PAZ03947,Giordano Lorenza,"Viale Europa, 138",20121,Milano,MI,Lombardia,Italia,,GRDLNZ65H68F205,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Lorenza Giordano,Casa,0315510600,,,,,3827239643,,lorenza.giordano94@libero.it,,,,
Privato,C,PAZ07618,Testa Luca,"Via Marconi, 66",20123,Milano,MI,Lombardia,Italia,,TSTLCU64B06F205,,,,,,,Banco BPM,Carta di credito,Sì,Luca Testa,Casa,0985660657,,,,,3490655294,,luca.testa18@gmail.com,,,,
Privato,C,PAZ04444,Moretti Maria,"Via XX Settembre, 106",20124,Milano,MI,Lombardia,Italia,,MRTMRA65H54F205,,,,,,,BPER Banca,Assegno bancario,Sì,Maria Moretti,Casa,0923721754,,,,,3892049007,,maria.moretti16@gmail.com,,,,
